Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
	XM_018038837.1	ENSOART00000017800	ENST00000244360	ENSCSAT00000006166	ENSG00000204618_RNF39
ENSBTAT00000018234	XM_018067066.1	ENSOART00000018745	ENST00000253686	ENSCSAT00000007258	ENSG00000131368_MRPS25
ENSBTAT00000035046	XM_005684162.2	ENSOART00000008975	ENST00000375544	ENSCSAT00000005262	ENSG00000106819_ASPN
ENSBTAT00000025884			ENST00000449662	ENSCSAT00000002016	ENSG00000108622_ICAM2
ENSBTAT00000017935	XM_013972752.2	ENSOART00000021471	ENST00000258415	ENSCSAT00000006706	ENSG00000135929_CYP27A1
ENSBTAT00000009703	XM_018055482.1	ENSOART00000021364	ENST00000389048	ENSCSAT00000008875	ENSG00000171094_ALK
ENSBTAT00000000304	XM_018053260.1	ENSOART00000000845	ENST00000607197	ENSCSAT00000015103	ENSG00000051620_HEBP2
ENSBTAT00000047119	XM_005675231.3	ENSOART00000021643	ENST00000295628	ENSCSAT00000005175	ENSG00000163428_LRRC58
ENSBTAT00000011658		ENSOART00000004341	ENST00000357065		ENSG00000169813_HNRNPF
ENSBTAT00000049538	XM_018047446.1	ENSOART00000017576	ENST00000430738	ENSCSAT00000013917	ENSG00000164746_C7orf57
ENSBTAT00000028059	XM_018041172.1	ENSOART00000001640	ENST00000302424	ENSCSAT00000003445	ENSG00000171206_TRIM8
ENSBTAT00000004880	XM_005680176.1	ENSOART00000022005	ENST00000229195	ENSCSAT00000002207	ENSG00000111596_CNOT2
ENSBTAT00000054397	XM_018055974.1	ENSOART00000006991	ENST00000374379	ENSCSAT00000017587	ENSG00000169504_CLIC4
ENSBTAT00000005252	XM_013963900.1	ENSOART00000011607	ENST00000553376	ENSCSAT00000003312	ENSG00000123374_CDK2
ENSBTAT00000025666	XM_018052608.1	ENSOART00000007063	ENST00000374242	ENSCSAT00000010439	ENSG00000148153_INIP
ENSBTAT00000005626	XM_018049614.1	ENSOART00000019041	ENST00000510515	ENSCSAT00000002623	ENSG00000138758_SEPT11
ENSBTAT00000015064	XM_018065734.1	ENSOART00000015194	ENST00000296657	ENSCSAT00000015403	ENSG00000164236_ANKRD33B
ENSBTAT00000022272	XM_018052599.1	ENSOART00000007114	ENST00000458258	ENSCSAT00000010409	ENSG00000119314_PTBP3
ENSBTAT00000018429	XM_018063554.1	ENSOART00000004329	ENST00000600006	ENSCSAT00000016945	ENSG00000130724_CHMP2A
ENSBTAT00000008139	XM_018051949.1	ENSOART00000015127	ENST00000380916	ENSCSAT00000007241	ENSG00000175893_ZDHHC21
ENSBTAT00000023725	XM_005677199.3	ENSOART00000010100	ENST00000368026	ENSCSAT00000000635	ENSG00000158769_F11R
ENSBTAT00000005496	XM_018061305.1	ENSOART00000012712	ENST00000443649	ENSCSAT00000000162	ENSG00000184047_DIABLO
ENSBTAT00000017647	XM_005685075.3	ENSOART00000018827	ENST00000334082	ENSCSAT00000013323	ENSG00000152413_HOMER1
ENSBTAT00000001166	XM_018063620.1	ENSOART00000000089	ENST00000269392	ENSCSAT00000000314	ENSG00000141577_CEP131
ENSBTAT00000035910	XM_005701707.3	ENSOART00000011417	ENST00000259845	ENSCSAT00000006438	ENSG00000204538_PSORS1C2
ENSBTAT00000024724	XM_018054979.1	ENSOART00000013937	ENST00000264094	ENSCSAT00000013836	ENSG00000115318_LOXL3
ENSBTAT00000047640	XM_005699558.1	ENSOART00000011098	ENST00000375026	ENSCSAT00000000420	ENSG00000204300_TMEM225
ENSBTAT00000016280	XM_018061065.1	ENSOART00000001165	ENST00000215917	ENSCSAT00000008180	ENSG00000100104_SRRD
ENSBTAT00000002043	XM_005679848.3	ENSOART00000017673	ENST00000312156	ENSCSAT00000003462	ENSG00000123405_NFE2
ENSBTAT00000026738	XM_018063813.1	ENSOART00000011239	ENST00000392550	ENSCSAT00000002851	ENSG00000073350_LLGL2
ENSBTAT00000033241	XM_018041803.1	ENSOART00000021520	ENST00000373075	ENSCSAT00000017426	ENSG00000163875_MEAF6
ENSBTAT00000061550	XM_005695371.2	ENSOART00000017780	ENST00000267584	ENSCSAT00000008618	ENSG00000140057_AK7
ENSBTAT00000020944	XM_005679484.1	ENSOART00000007602	ENST00000285928	ENSCSAT00000007454	ENSG00000155530_LRGUK
ENSBTAT00000035975	XM_013973884.2	ENSOART00000008007	ENST00000372441	ENSCSAT00000009930	ENSG00000204052_LRRC73
			ENST00000377035	ENSCSAT00000000172	ENSG00000204671_IL31
ENSBTAT00000008025	XM_018060912.1	ENSOART00000014308	ENST00000215743	ENSCSAT00000009375	ENSG00000099953_MMP11
ENSBTAT00000001536	NM_001314305.1	ENSOART00000013256	ENST00000228027	ENSCSAT00000001933	ENSG00000062282_DGAT2
ENSBTAT00000027570	XM_018062598.1	ENSOART00000010788	ENST00000360957	ENSCSAT00000001212	ENSG00000104881_PPP1R13L
ENSBTAT00000063274	XM_018063048.1		ENST00000325333	ENSCSAT00000016804	ENSG00000213015_ZNF580
ENSBTAT00000011347	XM_018053057.1	ENSOART00000010628	ENST00000340026	ENSCSAT00000013681	ENSG00000056972_TRAF3IP2
ENSBTAT00000000099	XM_018041515.1	ENSOART00000016404	ENST00000370345	ENSCSAT00000003607	ENSG00000075826_SEC31B
ENSBTAT00000029446	XM_005691634.3	ENSOART00000009130	ENST00000215838	ENSCSAT00000007259	ENSG00000185339_TCN2
ENSBTAT00000032950	XM_005686948.3	ENSOART00000019687	ENST00000405392	ENSCSAT00000006569	ENSG00000138031_ADCY3
ENSBTAT00000020512	XM_018057224.1	ENSOART00000019141	ENST00000246069	ENSCSAT00000009737	ENSG00000125868_DSTN
ENSBTAT00000026552	XM_018041076.1	ENSOART00000013048	ENST00000297873		ENSG00000165171_METTL27
ENSBTAT00000001199		ENSOART00000009121	ENST00000285208	ENSCSAT00000008793	ENSG00000154917_RAB6B
ENSBTAT00000022180	XM_018061485.1	ENSOART00000004074	ENST00000307720	ENSCSAT00000018419	ENSG00000171497_PPID
ENSBTAT00000034682	XM_013972188.2	ENSOART00000013311	ENST00000262613	ENSCSAT00000002646	ENSG00000109062_SLC9A3R1
ENSBTAT00000050627	XM_018063265.1	ENSOART00000018515	ENST00000299191	ENSCSAT00000003441	ENSG00000166152_C16orf78
ENSBTAT00000063588	XM_018065423.1	ENSOART00000018806	ENST00000306796	ENSCSAT00000000175	ENSG00000169718_DUS1L
ENSBTAT00000006216	XM_018063823.1	ENSOART00000011560	ENST00000392564	ENSCSAT00000002774	ENSG00000177885_GRB2
ENSBTAT00000037914	XM_018048392.1	ENSOART00000021779	ENST00000381356	ENSCSAT00000005832	ENSG00000205707_ETFRF1
ENSBTAT00000049560	XM_005679727.3	ENSOART00000018158	ENST00000519948	ENSCSAT00000018997	ENSG00000253719_ATXN7L3B
ENSBTAT00000025499	XM_018049104.1	ENSOART00000020714	ENST00000417718	ENSCSAT00000005914	ENSG00000100362_PVALB
ENSBTAT00000021229	XM_018059725.1	ENSOART00000008987	ENST00000278947	ENSCSAT00000000629	ENSG00000149575_SCN2B
ENSBTAT00000060943	XM_013973464.2	ENSOART00000005210	ENST00000326047	ENSCSAT00000014545	ENSG00000163808_KIF15
ENSBTAT00000027930	XM_018046451.1	ENSOART00000013517	ENST00000367840	ENSCSAT00000009130	ENSG00000143164_DCAF6
			ENST00000316981	ENSCSAT00000012667	ENSG00000181690_PLAG1
ENSBTAT00000044138	XM_018055519.1	ENSOART00000020814	ENST00000404694	ENSCSAT00000007628	ENSG00000138028_CGREF1
ENSBTAT00000034341	XM_018060885.1		ENST00000367313	ENSCSAT00000012063	ENSG00000159166_LAD1
ENSBTAT00000038965	XM_018041294.1	ENSOART00000002434	ENST00000359263	ENSCSAT00000004338	ENSG00000138119_MYOF
			ENST00000370784	ENSCSAT00000005793	ENSG00000156500_FAM122C
ENSBTAT00000028140	XM_018041725.1	ENSOART00000001673	ENST00000224356	ENSCSAT00000004556	ENSG00000095596_CYP26A1
ENSBTAT00000005539	XM_005681337.3	ENSOART00000010283	ENST00000273980	ENSCSAT00000002015	ENSG00000145348_TBCK
ENSBTAT00000025469	XM_018045731.1	ENSOART00000017021	ENST00000340281	ENSCSAT00000017077	ENSG00000162664_ZNF326
ENSBTAT00000061494	XM_018054480.1	ENSOART00000021794	ENST00000561208	ENSCSAT00000005261	ENSG00000134138_MEIS2
ENSBTAT00000004977	XM_018063300.1	ENSOART00000005078	ENST00000599564	ENSCSAT00000002617	ENSG00000089351_GRAMD1A
ENSBTAT00000005277	XM_018065251.1	ENSOART00000000138	ENST00000590758	ENSCSAT00000019111	ENSG00000182963_GJC1
	NM_001285584.1		ENST00000369732	ENSCSAT00000016956	ENSG00000085465_OVGP1
ENSBTAT00000029102	XM_005677754.2	ENSOART00000013369	ENST00000369235	ENSCSAT00000016482	ENSG00000121634_GJA8
ENSBTAT00000012698	XM_005692176.3	ENSOART00000003692	ENST00000263997	ENSCSAT00000002107	ENSG00000103061_SLC7A6OS
ENSBTAT00000005791	XM_018054912.1	ENSOART00000010425	ENST00000375116	ENSCSAT00000017648	ENSG00000188784_PLA2G2E
ENSBTAT00000063280	XM_018056607.1	ENSOART00000013108	ENST00000612955	ENSCSAT00000016059	ENSG00000132938_MTUS2
ENSBTAT00000028954	XM_005693669.3	ENSOART00000005061	ENST00000225969	ENSCSAT00000003429	ENSG00000108826_MRPL27
ENSBTAT00000009698	XM_018053685.1	ENSOART00000018664	ENST00000515007	ENSCSAT00000013360	ENSG00000145685_LHFPL2
	XM_013972035.1	ENSOART00000008491	ENST00000440767	ENSCSAT00000017615	ENSG00000227868_TEX46
ENSBTAT00000002324	XM_018056458.1	ENSOART00000018646	ENST00000377102	ENSCSAT00000018713	ENSG00000136158_SPRY2
ENSBTAT00000047810	XM_018048204.1	ENSOART00000018676	ENST00000620430	ENSCSAT00000001003	ENSG00000136051_WASHC4
	XM_018055783.1	ENSOART00000013732	ENST00000361171	ENSCSAT00000011758	ENSG00000196814_MVB12B
ENSBTAT00000017425	XM_005689854.3	ENSOART00000001760	ENST00000616714	ENSCSAT00000002279	ENSG00000167323_STIM1
ENSBTAT00000002033	XM_005679849.3	ENSOART00000017686	ENST00000340913	ENSCSAT00000003463	ENSG00000135486_HNRNPA1
ENSBTAT00000011696	XM_018055528.1	ENSOART00000020730	ENST00000233121	ENSCSAT00000007493	ENSG00000084764_MAPRE3
ENSBTAT00000013799	XM_018047491.1		ENST00000378555	ENSCSAT00000007724	ENSG00000128567_PODXL
ENSBTAT00000014594	XM_018065533.1	ENSOART00000006390	ENST00000521381	ENSCSAT00000013984	ENSG00000145675_PIK3R1
ENSBTAT00000063132	XM_018047091.1	ENSOART00000010533	ENST00000283921	ENSCSAT00000012396	ENSG00000253293_HOXA10
ENSBTAT00000014864	XM_018049012.1	ENSOART00000004614	ENST00000260843	ENSCSAT00000009767	ENSG00000138271_GPR87
ENSBTAT00000064510	XM_018055537.1	ENSOART00000020167	ENST00000401533	ENSCSAT00000006767	ENSG00000157833_GAREM2
ENSBTAT00000015567	XM_018062475.1		ENST00000301218	ENSCSAT00000001509	ENSG00000105737_GRIK5
ENSBTAT00000043552	XM_005675639.3	ENSOART00000011791	ENST00000291536	ENSCSAT00000006151	ENSG00000160188_RSPH1
ENSBTAT00000037106	XM_018040867.1	ENSOART00000004748	ENST00000396946	ENSCSAT00000015720	ENSG00000198286_CARD11
ENSBTAT00000063984	XM_018067217.1	ENSOART00000016026	ENST00000359013	ENSCSAT00000007730	ENSG00000163513_TGFBR2
ENSBTAT00000061315	XM_018043333.1		ENST00000278550	ENSCSAT00000001749	ENSG00000149256_TENM4
ENSBTAT00000023517	XM_005681343.3	ENSOART00000011567	ENST00000513237	ENSCSAT00000002042	ENSG00000168769_TET2
ENSBTAT00000021398	XM_018066986.1	ENSOART00000003508	ENST00000327628	ENSCSAT00000014897	ENSG00000182606_TRAK1
ENSBTAT00000026080	XM_018048956.1	ENSOART00000021560	ENST00000215659	ENSCSAT00000002965	ENSG00000188130_MAPK12
ENSBTAT00000006305	XM_018066313.1	ENSOART00000008593	ENST00000453495	ENSCSAT00000007773	ENSG00000099814_CEP170B
ENSBTAT00000027029	XM_018041694.1	ENSOART00000010383	ENST00000369583	ENSCSAT00000003194	ENSG00000138166_DUSP5
ENSBTAT00000011682	XM_005694694.3	ENSOART00000008327	ENST00000505374	ENSCSAT00000014345	ENSG00000152670_DDX4
ENSBTAT00000027388	XM_005696600.3	ENSOART00000008641	ENST00000337917		ENSG00000204472_AIF1
ENSBTAT00000002431	XM_005687563.3	ENSOART00000014609	ENST00000218867	ENSCSAT00000016145	ENSG00000102683_SGCG
ENSBTAT00000014281	XM_013964335.2	ENSOART00000015728	ENST00000412331	ENSCSAT00000004949	ENSG00000100129_EIF3L
ENSBTAT00000022699	XM_018052571.1	ENSOART00000007632	ENST00000374566	ENSCSAT00000009688	ENSG00000095203_EPB41L4B
ENSBTAT00000030766	XM_018038287.1	ENSOART00000010437	ENST00000477973	ENSCSAT00000009608	ENSG00000163602_RYBP
ENSBTAT00000010988	XM_018053677.1	ENSOART00000018684	ENST00000264914	ENSCSAT00000013357	ENSG00000113273_ARSB
ENSBTAT00000003191	XM_018049708.1	ENSOART00000005051	ENST00000273963	ENSCSAT00000002362	ENSG00000145332_KLHL8
ENSBTAT00000017476	XM_005675123.3	ENSOART00000022294	ENST00000295522	ENSCSAT00000007085	ENSG00000163347_CLDN1
	XM_018065800.1	ENSOART00000015892	ENST00000399810	ENSCSAT00000015426	ENSG00000215217_C5orf49
ENSBTAT00000036967	XM_018053631.1	ENSOART00000019727	ENST00000395614	ENSCSAT00000011140	ENSG00000157890_MEGF11
ENSBTAT00000005179	XM_005686282.3	ENSOART00000014635	ENST00000289359	ENSCSAT00000015316	ENSG00000158411_MITD1
			ENST00000641663	ENSCSAT00000019607	ENSG00000221933_OR2A25
ENSBTAT00000030189	XM_018064120.1	ENSOART00000011478	ENST00000323456	ENSCSAT00000003807	ENSG00000108389_MTMR4
ENSBTAT00000027444		ENSOART00000013330	ENST00000367755	ENSCSAT00000009685	ENSG00000007933_FMO3
ENSBTAT00000001120	XM_018064661.1	ENSOART00000015161	ENST00000583535	ENSCSAT00000007306	ENSG00000109063_MYH3
ENSBTAT00000030289	XM_005699574.3	ENSOART00000011221	ENST00000441174	ENSCSAT00000000400	ENSG00000154144_TBRG1
ENSBTAT00000048851	XM_018061738.1	ENSOART00000007951	ENST00000248248	ENSCSAT00000001662	ENSG00000103111_MON1B
ENSBTAT00000002662	XM_018061259.1	ENSOART00000017008	ENST00000282276	ENSCSAT00000018855	ENSG00000247626_MARS2
ENSBTAT00000010690	XM_018065763.1	ENSOART00000016537	ENST00000255764	ENSCSAT00000015435	ENSG00000133398_MED10
ENSBTAT00000017658	XM_005679143.3	ENSOART00000008727	ENST00000257694	ENSCSAT00000009270	ENSG00000135241_PNPLA8
ENSBTAT00000013448	XM_018043396.1	ENSOART00000007877	ENST00000278568	ENSCSAT00000001854	ENSG00000149269_PAK1
ENSBTAT00000016355	XM_005687518.3	ENSOART00000006603	ENST00000379919	ENSCSAT00000018684	ENSG00000180660_MAB21L1
ENSBTAT00000031535	XM_018052524.1	ENSOART00000008357	ENST00000375854	ENSCSAT00000005375	ENSG00000130045_NXNL2
ENSBTAT00000014576	XM_005678993.3	ENSOART00000009406	ENST00000306999	ENSCSAT00000011562	ENSG00000106524_ANKMY2
ENSBTAT00000020214	XM_018039478.1	ENSOART00000008642	ENST00000269221	ENSCSAT00000015778	ENSG00000141452_C18orf8
ENSBTAT00000044756	XM_018052445.1	ENSOART00000009574	ENST00000388712	ENSCSAT00000005474	ENSG00000135052_GOLM1
ENSBTAT00000014784	XM_018058906.1	ENSOART00000022202	ENST00000443700	ENSCSAT00000005805	ENSG00000152056_AP1S3
ENSBTAT00000054497	XM_018053244.1	ENSOART00000000265	ENST00000617204	ENSCSAT00000014976	ENSG00000135525_MAP7
ENSBTAT00000024515	XM_005692196.3	ENSOART00000003951	ENST00000219313	ENSCSAT00000002199	ENSG00000103035_PSMD7
ENSBTAT00000017706	XM_018055778.1	ENSOART00000013761	ENST00000373487	ENSCSAT00000011752	ENSG00000167081_PBX3
ENSBTAT00000016110	XM_018066026.1	ENSOART00000005118	ENST00000359520	ENSCSAT00000008252	ENSG00000196663_TECPR2
ENSBTAT00000015505	XM_018053997.1	ENSOART00000000449	ENST00000554301	ENSCSAT00000010827	ENSG00000100767_PAPLN
ENSBTAT00000032677	XM_018047645.1	ENSOART00000022590	ENST00000392692	ENSCSAT00000010930	ENSG00000114346_ECT2
ENSBTAT00000022976	XM_005680638.3	ENSOART00000016827	ENST00000258534	ENSCSAT00000001349	ENSG00000136048_DRAM1
ENSBTAT00000010179	XM_018051447.1	ENSOART00000012431	ENST00000392386	ENSCSAT00000003349	ENSG00000006016_CRLF1
ENSBTAT00000023842	XM_018043714.1	ENSOART00000012288	ENST00000380602	ENSCSAT00000013231	ENSG00000198759_EGFL6
ENSBTAT00000023581	XM_018058179.1	ENSOART00000014084	ENST00000285379	ENSCSAT00000011245	ENSG00000104267_CA2
ENSBTAT00000037671	XM_018048779.1	ENSOART00000017505	ENST00000216068	ENSCSAT00000004498	ENSG00000100246_DNAL4
ENSBTAT00000034831	XM_018065114.1	ENSOART00000000892	ENST00000345506	ENSCSAT00000001166	ENSG00000126561_STAT5A
ENSBTAT00000001169	XM_018058514.1	ENSOART00000014840	ENST00000025008	ENSCSAT00000012810	ENSG00000023287_RB1CC1
ENSBTAT00000011080	XM_005693300.3	ENSOART00000012140	ENST00000327158	ENSCSAT00000012297	ENSG00000177370_TIMM22
ENSBTAT00000025922	XM_005686599.3	ENSOART00000004559	ENST00000295304	ENSCSAT00000011885	ENSG00000143942_CHAC2
ENSBTAT00000006237	XM_013963899.2	ENSOART00000004385	ENST00000261234	ENSCSAT00000002536	ENSG00000118600_TMEM5
ENSBTAT00000020753	XM_018053713.1	ENSOART00000018038	ENST00000429602	ENSCSAT00000007524	ENSG00000170085_SIMC1
ENSBTAT00000021099	XM_018041755.1	ENSOART00000008135	ENST00000308394	ENSCSAT00000001027	ENSG00000164305_CASP3
ENSBTAT00000026389		ENSOART00000013664	ENST00000312655	ENSCSAT00000003897	ENSG00000175155_YPEL2
ENSBTAT00000027028	XM_018042125.1	ENSOART00000007606	ENST00000357067	ENSCSAT00000001066	ENSG00000129187_DCTD
ENSBTAT00000025324	XM_018042639.1	ENSOART00000005702	ENST00000298596	ENSCSAT00000005701	ENSG00000165730_STOX1
ENSBTAT00000022092	XM_018054992.1	ENSOART00000013868	ENST00000233638	ENSCSAT00000013752	ENSG00000115297_TLX2
ENSBTAT00000044551			ENST00000500576	ENSCSAT00000005355	ENSG00000214113_LYRM4
ENSBTAT00000057091	XM_005699581.3	ENSOART00000011608	ENST00000278927	ENSCSAT00000000393	ENSG00000149564_ESAM
ENSBTAT00000030114	XM_005699853.3	ENSOART00000006950	ENST00000411458	ENSCSAT00000005201	ENSG00000173264_GPR137
ENSBTAT00000025240	XM_018042275.1	ENSOART00000004220	ENST00000395867	ENSCSAT00000009257	ENSG00000198105_ZNF248
ENSBTAT00000063521	XM_018059291.1	ENSOART00000017706	ENST00000054950	ENSCSAT00000003289	ENSG00000049449_RCN1
ENSBTAT00000023190	XM_005699519.3	ENSOART00000009591	ENST00000527884	ENSCSAT00000003124	ENSG00000129173_E2F8
ENSBTAT00000053223	XM_005677212.3	ENSOART00000009668	ENST00000311224	ENSCSAT00000000602	ENSG00000066294_CD84
ENSBTAT00000024029	XM_018050749.1	ENSOART00000015922	ENST00000591601	ENSCSAT00000009965	ENSG00000099875_MKNK2
ENSBTAT00000008661	XM_005697486.3	ENSOART00000004143	ENST00000590191	ENSCSAT00000007074	ENSG00000166246_C16orf71
ENSBTAT00000045545	XM_018038614.1	ENSOART00000007367	ENST00000375885	ENSCSAT00000006636	ENSG00000204435_CSNK2B
ENSBTAT00000039425	XM_018057147.1	ENSOART00000009134	ENST00000378076	ENSCSAT00000010946	ENSG00000077943_ITGA8
ENSBTAT00000002001	XM_018041114.1	ENSOART00000018368	ENST00000320185	ENSCSAT00000003542	ENSG00000107831_FGF8
ENSBTAT00000064279	XM_018055835.1	ENSOART00000012282	ENST00000335791	ENSCSAT00000012029	ENSG00000136840_ST6GALNAC4
ENSBTAT00000009985	XM_018041347.1	ENSOART00000015052	ENST00000370397	ENSCSAT00000003698	ENSG00000213341_CHUK
ENSBTAT00000002456	XM_005676127.3	ENSOART00000009094	ENST00000263904	ENSCSAT00000014113	ENSG00000115145_STAM2
ENSBTAT00000018251	XM_018057833.1	ENSOART00000019078	ENST00000343811		ENSG00000101353_MROH8
ENSBTAT00000019139	XM_018046236.1	ENSOART00000004460	ENST00000368361	ENSCSAT00000016510	ENSG00000176444_CLK2
ENSBTAT00000001222	XM_018047656.1	ENSOART00000017813	ENST00000243056	ENSCSAT00000003496	ENSG00000123364_HOXC13
ENSBTAT00000023634	XM_013970100.2	ENSOART00000006872	ENST00000366541	ENSCSAT00000007412	ENSG00000054282_SDCCAG8
ENSBTAT00000043690	XM_018054105.1	ENSOART00000022984	ENST00000395314	ENSCSAT00000012678	ENSG00000126777_KTN1
ENSBTAT00000018878	XM_005694286.3	ENSOART00000008186	ENST00000536708	ENSCSAT00000000581	ENSG00000108465_CDK5RAP3
ENSBTAT00000046615	XM_013964626.2	ENSOART00000018932	ENST00000327939	ENSCSAT00000015275	ENSG00000182223_ZAR1
ENSBTAT00000007454	XM_005696568.3	ENSOART00000004842	ENST00000375631	ENSCSAT00000006875	ENSG00000204386_NEU1
ENSBTAT00000007009	XM_013967101.2	ENSOART00000022683	ENST00000261520	ENSCSAT00000010160	ENSG00000128915_ICE2
ENSBTAT00000003829	XM_018057966.1	ENSOART00000010017	ENST00000359271	ENSCSAT00000012966	ENSG00000197496_SLC2A10
ENSBTAT00000046443	XM_018056855.1	ENSOART00000006142	ENST00000246020		ENSG00000125823_CSTL1
ENSBTAT00000015679	NM_001287562.1	ENSOART00000004229	ENST00000263321	ENSCSAT00000001641	ENSG00000077498_TYR
	XM_018049773.1		ENST00000310074	ENSCSAT00000014139	ENSG00000173011_TADA2B
ENSBTAT00000054366		ENSOART00000012841	ENST00000636394		ENSG00000228439_TSTD3
ENSBTAT00000021696	XM_013962632.2	ENSOART00000017361	ENST00000234626	ENSCSAT00000017073	ENSG00000097046_CDC7
ENSBTAT00000010676	XM_005678164.3	ENSOART00000015092	ENST00000370654		ENSG00000117133_RPF1
ENSBTAT00000015414	NM_001314180.1	ENSOART00000022425	ENST00000640418	ENSCSAT00000014335	ENSG00000115525_ST3GAL5
ENSBTAT00000003785	XM_018053140.1	ENSOART00000021759	ENST00000229955	ENSCSAT00000019070	ENSG00000112218_GPR63
ENSBTAT00000065517	XM_005693906.1	ENSOART00000006455	ENST00000449302	ENSCSAT00000001486	ENSG00000231256_C17orf105
ENSBTAT00000023167	XM_018056530.1	ENSOART00000018600	ENST00000382848	ENSCSAT00000018676	ENSG00000165474_GJB2
	XM_018060316.1	ENSOART00000005583	ENST00000344529	ENSCSAT00000018299	ENSG00000135845_PIGC
ENSBTAT00000008885	XM_018053672.1		ENST00000296783	ENSCSAT00000013321	ENSG00000164329_PAPD4
ENSBTAT00000020581	XM_018055593.1	ENSOART00000018832	ENST00000304031	ENSCSAT00000006152	ENSG00000118960_HS1BP3
ENSBTAT00000023970	XM_018055334.1	ENSOART00000022700	ENST00000346807	ENSCSAT00000014819	ENSG00000136695_IL36RN
ENSBTAT00000009693	XM_018053678.1	ENSOART00000018653	ENST00000621999	ENSCSAT00000013366	ENSG00000085365_SCAMP1
ENSBTAT00000013751	XM_018056818.1	ENSOART00000007130	ENST00000377918	ENSCSAT00000015739	ENSG00000118946_PCDH17
ENSBTAT00000029527	XM_005691481.3	ENSOART00000009377	ENST00000416617	ENSCSAT00000000442	ENSG00000166578_IQCD
ENSBTAT00000011728	XM_018048307.1	ENSOART00000022013	ENST00000610913	ENSCSAT00000019365	ENSG00000278195_SSTR3
ENSBTAT00000003868	XM_018056706.1	ENSOART00000009688	ENST00000311234	ENSCSAT00000015785	ENSG00000102786_INTS6
ENSBTAT00000028220	XM_005678436.3	ENSOART00000005351	ENST00000354831	ENSCSAT00000017265	ENSG00000078618_NRDC
ENSBTAT00000010617	XM_005680675.3	ENSOART00000020915	ENST00000397110	ENSCSAT00000005585	ENSG00000133466_C1QTNF6
ENSBTAT00000018789	XM_018044598.1	ENSOART00000009720	ENST00000370396	ENSCSAT00000005176	ENSG00000171100_MTM1
ENSBTAT00000007626	XM_018046339.1	ENSOART00000007812	ENST00000359209	ENSCSAT00000000391	ENSG00000183853_KIRREL1
ENSBTAT00000017189	XM_018038767.1	ENSOART00000013773	ENST00000341776	ENSCSAT00000005615	ENSG00000008083_JARID2
ENSBTAT00000013637	XM_005683509.3	ENSOART00000016808	ENST00000509167	ENSCSAT00000001137	ENSG00000109576_AADAT
ENSBTAT00000026996	XM_018043567.1	ENSOART00000009984	ENST00000358540	ENSCSAT00000003101	ENSG00000110786_PTPN5
ENSBTAT00000003358	XM_005709767.3	ENSOART00000004174	ENST00000537864	ENSCSAT00000012200	ENSG00000124194_GDAP1L1
ENSBTAT00000027016	XM_018049264.1	ENSOART00000013832	ENST00000226574	ENSCSAT00000002078	ENSG00000109320_NFKB1
ENSBTAT00000009776	XM_018066296.1	ENSOART00000016904	ENST00000220244	ENSCSAT00000013193	ENSG00000103888_CEMIP
ENSBTAT00000009870	XM_013968170.2	ENSOART00000011967	ENST00000399396	ENSCSAT00000016007	ENSG00000244754_N4BP2L2
ENSBTAT00000012561	XM_013973797.2	ENSOART00000008724	ENST00000451025	ENSCSAT00000010199	ENSG00000124688_MAD2L1BP
