CdsId	Chromosome	SeqLength	NbrExons	Ptot	Pn	Ps	Dtot	Dn	Ds	SitesN	SitesS	SFSnLength	SFSsLength	SFSn	SFSs
ENSG00000126705_AHDC1	1	4809	1	128	59	69	29	6	23	3496	1313	59	69	2;1;1;1;1;1;4;1;3;3;1;2;1;16;3;1;1;1;1;1;1;1;2;2;1;2;1;10;1;1;1;1;1;1;2;2;2;6;1;1;8;1;1;1;1;1;56;3;1;1;1;20;1;15;7;3;1;1;1	1;11;1;1;1;8;2;1;5;1;2;1;1;1;1;1;1;1;4;20;5;1;14;1;11;4;1;2;1;56;2;8;5;1;1;1;1;1037;1;1;3;1;1;15;1;1;1;47;16;301;3;1;1;3;3;1;1;1;3;2;9;1;2;158;2;278;1;3;1
ENSG00000109519_GRPEL1	4	651	4	16	11	5	3	0	3	456	194	11	5	1;6;1;1;11;1;1;2;1;1;117	2;2;1;7;1
ENSG00000112414_GPR126	6	3750	25	77	50	27	17	7	10	2550	1197	50	27	1;2;1;1;6;90;2;138;134;1;41;984;1;41;1;1;2;2;1;3;2;1;7;6;3;1;1;3;2;1;13;1;1;1;1;1;1;1;1;22;1;2;1;1;1;1;1;2;1;17	1;1;1;1;177;11;1;5;1;1;1;497;1;2;34;17;1;1;1;1;5;1;1;1;1;1;1
ENSG00000100804_PSMB5	14	789	3	15	9	6	67	48	19	429	153	9	6	1;2;4;1;1;1;1;2;180	1;2;1;1;1;1
ENSG00000177917_ARL6IP6	2	678	4	18	14	4	3	2	1	475	203	14	4	1;1;1;1;1;21;25;1;1;1;1;3;1;1	1;1;1;1
ENSG00000106031_HOXA13	7	1164	2	16	6	10	8	1	7	874	290	6	10	1;2;25;1;3;1	5;5;1;1;1;1;3;66;26;53
ENSG00000177548_RABEP2	16	1707	13	38	23	15	15	12	3	1387	317	23	15	1;1;1;1;1;5;1;3;2;1;1;1;8;1;1;1;1;1;1;2;1;171;1	1;4;4;5;1;1;5;5;289;37;1;1;1;1;6
ENSG00000100077_ADRBK2	22	2064	21	32	14	18	8	1	7	1367	637	14	18	1;1;2;1;1;3;1;1;1;3;1;1;1;4	8;1;1;1;17;3;2;1;2;3;1;1;1;21;8;1;1;2
ENSG00000177707_PVRL3	3	1647	6	36	25	11	22	14	8	1245	396	25	11	1;9;12;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1;1;1;1;2;1;1	523;2;1;1;1;1;7;1;2;36;1
ENSG00000136319_TTC5	14	1320	10	29	17	12	3	2	1	917	403	17	12	1;63;2;1;85;17;1;1;1;1;3;1;2;2;1274;4;1	583;1;1;46;9;2009;1;1;12;3;1;15
ENSG00000189051_RNF222	17	660	1	21	13	8	6	1	5	560	100	13	8	80;13;1;1;24;918;1740;1;1;1;1;1;2	5;1;5;1;2;1;1;1
ENSG00000108848_LUC7L3	17	1467	11	19	13	6	16	10	6	1099	197	13	6	1;4;10;2;1;1;1;1;2;1;2;6;2	2;16;1;16;1;1
ENSG00000138073_PREB	2	1251	9	35	19	16	3	2	1	879	372	19	16	1;2;1;1;2;32;1;2;6;1;1;3;1;2;2;2;24;2;1	48;3;3;54;2;1;1;7;1;1;965;3;2;2;2;1
ENSG00000124253_PCK1	20	1866	9	83	51	32	18	4	14	1436	430	51	32	3;2;6;8;1;1;1;1;1;18;1;1;2;1;1;1;771;1;1;4;1;1;431;1;1;1;2;2;1;1;1;1;81;5;1;3;8;1;6;1;1;1;1;1;3;1;2;43;1;1;1	30;1988;1;4;612;1;1478;1569;1;1573;1;1;1;4;78;1;16;1;1;14;1;1067;3;1;1;1;1;1;60;1;1;9
ENSG00000162706_CADM3	1	1296	10	23	10	13	9	0	9	942	348	10	13	5;1;1;25;1;2;1;1;1;2	1;41;1;1;4;6;1;2;1;846;1;102;1
ENSG00000131979_GCH1	14	750	6	11	6	5	1	0	1	556	194	6	5	2;1;1;2;8;1	2;1;13;1;1
ENSG00000149571_KIRREL3	11	2334	17	63	27	36	14	4	10	1781	394	27	36	1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;1;5;1;1;1;1;1;171;1;1;8	3;2;69;27;3;1;1484;2;6;1;1;34;1;1;1;4;8;3;1;1;1;3;1;5;1;1;1;1;1;2;1126;1;1;1;2;24
ENSG00000163069_SGCB	4	954	6	23	18	5	3	1	2	664	258	18	5	1;2;1;1;22;8;1;1;1;1;3;1;4;1;1;7;13;1	1;2;2;1;1
ENSG00000048828_FAM120A	9	3354	18	52	23	29	10	0	10	2337	1017	23	29	1;1;1;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;4;1;1;1;1	2;2381;1;23;765;5;1;1;1;1;2;3;1;1;1;1;40;1;1;15;1;6;1;1;6;1;5;2;1
ENSG00000160703_NLRX1	11	2925	9	121	78	43	34	10	24	2128	797	78	43	42;78;50;1;1;1591;1;15;2;2;3;3;10;13;4;1;9;1;1;1;1;12;3;2;1;1;221;2;2;2;2;1;2;1;2;2;1;1;1;1;1;2;1;25;4;3;1;2;1;1;1;4;82;1;1;14;2;1;2;45;1;5;2;1;4;1561;34;1;2;2;4;2;4;1;1;2;5;1	5;6;1;10;2;1;1;2;1;1;1;2;3;3;1;1;2;1;1;164;1;133;6;1;3;1;2;1;79;1;1;2;1;40;2;2;14;1;1;1;1;3;17
ENSG00000183943_PRKX	X	1074	8	21	11	10	46	26	20	828	246	11	10	1;1;5;1;1;1;1;1;1103;1;2	10;30;2;1;2;1;2;1;1;1719
ENSG00000054938_CHRDL2	11	1353	12	59	33	26	51	33	18	1024	323	33	26	11;1;2;10;2;1;1;1;1;4;1;1;2;1;1;1;102;1;1;1;1;1;1;1;16;1;1;2;3;1;1;1;1	1;203;3;1465;1;2;2;6;9;4;9;1;2;1;10;1;1182;1;1672;1;1;1;2;2;1;1
ENSG00000179965_ZNF771	16	951	2	15	8	7	5	0	5	820	130	8	7	15;4;1;2;1;1;2;1	1;2;1;23;3;1;1
ENSG00000088320_REM1	20	894	4	31	26	5	4	1	3	655	239	26	5	1;2277;2;2;12;1;1;3;8;2;3;1;1;1;1;3;1;1;9;1;7;1;6;5;1;1	1;1;2;711;1
ENSG00000162695_SLC30A7	1	1128	11	18	10	8	7	3	4	875	253	10	8	1;2;18;1;1;1;1;1;2;2	1;1;1;1;4;13;3;2
ENSG00000110958_PTGES3	12	492	8	7	4	3	1	1	0	374	106	4	3	3;1;1;18	1;2;1
ENSG00000080839_RBL1	20	3204	22	52	33	19	14	7	7	2431	773	33	19	67;1;1;1;1;1;1;1;1;1;7;1;1;1;7;4;1;1;1;1;2;1;2;1;11;1;1;6;2;1;2;1;4	1;2;7;1;19;12;1;1;1;4;1;1;1;7;1;4;1;1;1
ENSG00000198597_ZNF536	19	3900	4	105	56	49	20	2	18	3130	770	56	49	1;1;1;1;1;1;1;1;3;1;6;1;10;1;1;153;1;1;1;2;11;1;1;1;1;3;1;1;1;1;2;2;2;2;1;1;77;1;1;1;2;229;2;1;1;1;9;1;1;1;5;1;3;1;1;3	29;2;1;2;1;3;1;1;43;1;1;43;2;1;86;11;1;1;1;1;2;43;1;1;11;1;1;7;1892;1;1;2;229;1;3;1;1;1;1;9;1;1;2;1;1;1;1;3;1
ENSG00000108306_FBXL20	17	1314	15	17	6	11	31	24	7	992	316	6	11	1;4;2;1;1;1	1;19;6;1;1;1;1;1;1;1;1
ENSG00000105849_TWISTNB	7	1014	4	25	17	8	9	1	8	723	291	17	8	10;3;12;1;1;2;1;1;1;1;1;4;1;1;7;1;1	2;1;1;1;2;515;1;1
ENSG00000104518_GSDMD	8	1596	12	65	40	25	22	11	11	1128	324	40	25	119;3;1;3;3;17;1;1;1;1;3;28;1;21;1;1;1;5;1;32;1;1;1;1;1;1;1;1;1;135;38;1;1;4;4;14;1;10;28;1	165;4;1;1;1;19;1;1;60;4;5;833;79;79;3;6;1;6;659;1;24;1;6;2;1
ENSG00000104967_NOVA2	19	1476	4	15	3	12	6	0	6	1134	255	3	12	18;1;1	1;13;5;1327;1655;1;1;1;28;10;12;1
ENSG00000128708_HAT1	2	1257	11	20	15	5	3	1	2	929	328	15	5	1;1;1;1;1;1;3;2;1;7;7;133;1;1;1	1;1;1;14;1
ENSG00000181885_CLDN7	17	633	4	11	8	3	3	2	1	482	151	8	3	4;8;1;1;1484;1;1;1	1;2;1
ENSG00000221955_SLC12A8	3	2142	13	77	48	29	21	12	9	1568	574	48	29	1;1903;1;1;1;1;30;2;1;6;1;649;1;1;2;4;1;18;1;3;3;1;1;3;1;1;1;2;1;3;1;79;1;2;1;19;1;3;168;1;1;1;1;1;10;1;1;2	1;2;1882;1;5;1;1;1;3;1;2;1;2;7;2;10;1;56;2;1;8;3;1;4;1;1;127;1;1
ENSG00000196072_BLOC1S2	10	426	5	2	1	1	0	0	0	171	81	1	1	477	1
ENSG00000128294_TPST2	22	1131	4	32	13	19	8	1	7	932	199	13	19	1;1;1;1;2;1;14;2;1;1;1;1;3	1;1;1;1;341;1;515;13;3;1;1;198;2;32;151;2;3;6;3
ENSG00000261371_PECAM1	17	2214	16	2	2	0	18	5	13	1561	653	2	0	3;2	
ENSG00000146232_NFKBIE	6	1500	6	37	25	12	10	5	5	1056	444	25	12	1;1;1;1;1;1;1;1;1;2;335;1;265;1;1;46;1;85;17;19;4;22;1;8;10	23;1;1;2;2;1;15;1;1;2;2;11
ENSG00000152904_GGPS1	1	900	3	17	8	9	3	0	3	645	255	8	9	1;1;1;4;1;4;1;3	1;1;1;200;1;1;1;1;1
ENSG00000173599_PC	11	3534	20	104	49	55	16	2	14	2796	699	49	55	1;3;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;27;1;1;1;1;1;4;1;1;1;3;1;1;2;1;1;1;1;20;3;2;1;2;16	1;1;1;3;1;2;2;2;1;2;2;1;1;1;1;26;29;6;2;47;4;2;1;1;2;1;1;1;1;1;2;1;1;11;1;2;6;1;4;4;11;1;1;1;1;9;1;1;4;1;1;1;1;2;2
ENSG00000084110_HAL	12	1971	20	45	35	10	12	5	7	1352	619	35	10	1;3;4;3;1;1;5;3;2;1;1;1;30;445;3;1;5;4;2;1;3;2;1;1;1;1;4;1;1;1;1;2;7;3;1	1;1;1;6;1;493;965;1;769;15
ENSG00000088854_C20orf194	20	3531	37	89	54	35	20	10	10	2614	881	54	35	1;2;1;1;3;1;3;1;1;1;1;2;1;1;24;1;1;4;2;2;1;1;2;332;2;6;1;4;1;2;1;1;1;1;1;4;177;1;1;1;1;2;1;1;1;1;9;9;1;1;2;1;17;4	3;36;407;3;13;5;1;1;2;1;1;2;6;2;406;3;68;1279;11;1;1;1;1;1;1;1;1;1;1;1;2;1190;1;1;1
ENSG00000113722_CDX1	5	795	3	20	14	6	6	4	2	588	177	14	6	16;3;1;2131;13;1;1;1;5;1;1;1;1;1	1;2;2;1;16;1
ENSG00000066933_MYO9A	15	7644	41	172	120	52	34	14	20	5381	2260	120	52	1;1;100;1;1;136;3;1;1;1;1;1;1;1;1;8;1;55;1;13;1;1;1;3;56;2;1;1;2;1;260;80;2;1;6;1;1;2;5;1;1;3;1;35;2;2;1;1;1;1;1;2;1;45;6;1;1;4;64;2;1;7;2;1;89;1;1;541;1;1;1;1;1;1;1;1;51;1;1;1;1;1;1;1;1;2;7;42;1;1;1;5;2;1;1;2;1;5;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;103;2;2;1;1;1;1	1;5;2;1;1;1;1;8;1;1;1;153;153;2;38;1;1;7;1;9;2;4;1;9;1;3;1;1;2039;1;2;9;1;1;1;1;2;107;1;1;8;1;1;1;1;1;1;1;4;1;1;34
ENSG00000185721_DRG1	22	1101	9	9	3	6	3	0	3	775	326	3	6	1;1;1	1;2;1;1;1;1
ENSG00000120686_UFM1	13	309	5	8	6	2	38	23	15	195	48	6	2	8;1;2;1;1;1	680;1
ENSG00000166171_DPCD	10	609	6	17	13	4	5	3	2	401	145	13	4	1;1;1;5;1;19;1;1;1;11;1138;1;14	1;1;500;1
ENSG00000111344_RASAL1	12	2418	21	77	45	32	14	6	8	1722	442	45	32	4;1;3;6;18;1;1;1;1;1;5;1;1;1;1;1;4;2;1;8;1;1;2;1;1;1;1100;1;1;1;13;1;1;1;1;1;1;1;1;37;14;117;2;97;1	1;24;311;20;1;15;1;316;2;2;10;5;2;4;8;2;1;1;277;1;1;1;1;2;1;1;18;45;174;1;2;1
ENSG00000087274_ADD1	4	2304	14	56	36	20	8	3	5	1717	587	36	20	13;1;1;1;1;1;2;1;1;1;1;2;1;1;4;1044;1;1;1;31;1;1;1191;1;7;1;1;1;1;9;2;1;1;1;4;1	8;1;2;1;1;3;85;1;9;1;1;9;9;1;2;2;1;1;1;2
ENSG00000140506_LMAN1L	15	1578	14	51	29	22	28	17	11	1131	447	29	22	1;1;1;1;2;3;782;2;1;2;12;374;1;1;3;1;1;1;37;1;1;107;1;141;6;1;381;1;2	1;1;1;1;1;8;135;1;1;1;2;6;47;3;1299;1;3;7;62;3;33;6
ENSG00000174576_NPAS4	11	2406	8	36	20	16	3	1	2	1703	703	20	16	4;1;1;1;2;11;1;1;1;1;9;1;1;1;2;1;7;1;3;1	5;850;1;1;1;1;1;2;1;3;1;1;19;1;5;107
ENSG00000115109_EPB41L5	2	2199	24	54	37	17	17	9	8	1545	654	37	17	1;1;8;1;1;1;1;109;1;1;2;2;1;2050;47;1;1;1;1;1;1;1;6;1;1;2;1;1;30;1;4;1;1;7;1;1;1	6;1;1;9;1;5;1;3;1;9;1;2;1;1;1;1;2
ENSG00000166321_NUDT13	10	1056	8	27	23	4	8	3	5	732	324	23	4	1;1;2;8;2;10;69;6;1;1;1;7;1;1;1;1;14;35;1;15;1;3;1	42;10;1;1
ENSG00000153086_ACMSD	2	1008	10	24	17	7	8	1	7	714	294	17	7	1;2;1;5;2;1;14;10;7;1;4;1;1;1;2;5;1	10;70;3;1;1;1;4
ENSG00000109576_AADAT	4	1287	13	18	8	10	9	4	5	997	278	8	10	2;1;1;3;1;1;1;1	27;5;1;1;2;1;47;1;2;1
ENSG00000156304_SCAF4	21	3441	20	75	37	38	5	0	5	2349	1092	37	38	2;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;12;2;1;2;5;1;1;1;131;1;1	1;1;1;3;35;83;1;2;2;1;1;1;1;1;20;1;5;4;1;1;1;224;1;1;3;721;8;1;1;1;5;1;1;53;207;1;1;4
ENSG00000139505_MTMR6	13	1863	14	46	30	16	4	1	3	1347	516	30	16	1;286;1;1;1;1;1;1;1;117;1;13;2;2465;1;1;2;1;1;5;1;1;116;2;1;2;1;1;18;5	290;3;2;1;2011;1;1;3;7;4;19;58;8;5;1;35
ENSG00000110811_P3H3	12	2208	15	0	0	0	16	7	9	1265	448	0	0		
ENSG00000076555_ACACB	12	7374	52	203	108	95	82	39	43	5548	1822	108	95	4;3;1;5;1;1;2;1;1;3;1;1;4;2;1;1;1;2;1;1;5;4;2;1;395;1;1;2;1;799;1;1;182;1;1;1;1;1;1;3;1;1;1;1;1;15;1;1;2;259;1;1;1;1;1;1;10;1;3;2;1;1;1;4;1;1;8;2;5;14;9;234;1;1;1;1;1;1;1;1;3;1;10;379;7;1;1;1;1308;1;1;1;1;4;1;4;1;3;1;2;27;1;1;1;1;6;2;1	53;1;335;1;1;2;1992;1;1;1160;2;10;1;1;6;1;2;8;2;62;1;1;1;1616;1;1;2;3;1;1;1;1910;1;3;1;1;1;450;1;5;2;1;1;1;1;1;6;1;3;3;1;1;1;3;1;28;1106;4;11;3;1;2;1;2;3;1;1;1;3;1;48;1;1;2;2;1;1;1;22;1;3;3;1;1278;19;8;1;1;1;2;15;4;1;1;3
ENSG00000120662_MTRF1	13	1335	9	34	22	12	36	23	13	987	294	22	12	16;75;1;122;1;2;1;1;1;1;3;1;1;7;1;3;3;7;1;2;2;354	1;1;2;3;18;1;31;14;8;1;1637;92
ENSG00000116221_MRPL37	1	1449	7	44	32	12	56	39	17	944	325	32	12	1;15;1;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;274;3;2;1;2087;1;1;1;3;373;2;1;2313	1;1;1;3;4;2;1;81;4;2;1;3
ENSG00000105135_ILVBL	19	1896	15	68	42	26	15	3	12	1369	527	42	26	1;1;1;1;10;2;1;3;1;1;1;11;2;1;18;1;1;1;2;14;1;1;2;14;1;11;1;1;40;2;1;1;144;1;1;114;1;7;6;1;1;1	49;1;1;2062;1;2;1844;1;1129;2;1;13;25;2219;11;1;2;1;2;1;10;12;2;9;1;108
ENSG00000114248_LRRC31	3	1656	9	48	34	14	10	6	4	1115	397	34	14	1;8;1;1;5;3;1;14;17;1;280;3;1;7;103;1;13;2;1;1;1;8;1;6;1;3;18;12;16;19;1;2;12;2	300;1;2209;1;1;5;1;2;1;1;2;1;1;5
ENSG00000015171_ZMYND11	10	1806	14	20	5	15	3	0	3	1203	483	5	15	1;1;1;1;1	1;2;4;2;1;1;1;6;24;1;1;321;1;1;2
ENSG00000123374_CDK2	12	1038	8	17	6	11	1	0	1	618	276	6	11	1;1;2;1;2;1	1;592;1;1;1;213;1;20;1;2;1
ENSG00000092208_GEMIN2	14	840	10	17	12	5	0	0	0	603	237	12	5	2;1;1;1;1;5;5;1;1;1140;2;1	3;9;1;2;1
ENSG00000077420_APBB1IP	10	1998	13	36	22	14	15	9	6	1350	645	22	14	1;1;1;2;8;1;1;1;1;1;1;117;24;1;2;1;41;1;10;3;173;32	2;5;1;2;1;114;1;1;1;1;1;3;2;5
ENSG00000181315_ZNF322	6	1206	1	21	9	12	3	1	2	894	312	9	12	1;2;1;1;215;1;1;1;1	1;71;3;1;1;1;2;6;1;4;1;2
ENSG00000183888_C1orf64	1	507	2	22	11	11	5	2	3	362	145	11	11	3;1;1;1;3;1;29;2;3;3;1	977;1;52;1;421;5;4;455;4;1;2
ENSG00000157881_PANK4	1	2343	19	67	34	33	16	3	13	1860	459	34	33	1;2;1;3;1;2313;1;1;1;2;1;1130;10;6;4;1;4;1;1;2;1;1;1;1;1;5;1;1;1;1;63;1;1;1	1;2;2;1;1;1;4;1;1;1;114;2;1;3;2;2;1;1;8;2;1;1;2;27;6;1;1;1;771;1;61;1;2
ENSG00000137941_TTLL7	1	2661	20	50	30	20	9	1	8	1928	733	30	20	1;2;1;1;1;1;2;1;1;1;2;1;1;2;2;8;1;1;2;1;1;2;1;1;1;1;2;14;2;1	1;1;1;1;48;2;27;1;1;1;13;1;2;13;1;1;2;1;1;1
ENSG00000150433_TMEM218	11	423	4	14	10	4	1	0	1	219	126	10	4	1;1;1;1;1;4;2;1;1;1	1;6;1;294
ENSG00000162434_JAK1	1	3462	24	59	28	31	11	1	10	2470	992	28	31	1;1;1;2;2;3;1;1;5;1;1;2;5;1;1;1;1;2;1;1;1;7;1;1;1;1;1;1	3;63;193;50;2;2;1;1;2;2;1;1;1;1866;194;993;233;1;194;1;1;1;2;26;1;196;176;1;11;1;1
ENSG00000092964_DPYSL2	8	1716	14	30	12	18	12	1	11	1267	449	12	18	1;1;63;5;1;28;1;1;11;1;1;1	352;26;317;12;2;1;34;1;2;11;66;5;32;4;1;5;2042;1
ENSG00000123612_ACVR1C	2	1479	9	31	15	16	4	1	3	1056	423	15	16	14;761;1;2;1;1;2;2;2;1;1;18;1;1;1	5;2;21;3;3;85;1;22;85;35;1;1;1;1;1;2205
ENSG00000135842_FAM129A	1	2784	14	78	50	28	18	10	8	1888	896	50	28	1;1;16;24;1;126;1;2;13;8;2;49;1;1;1;1;17;1;1;188;11;1;1;2;36;1;1011;1;2;6;1;2;1;1;1;19;1;2;1;1;52;12;1;1;26;1;1;3;1;8	1;2;1;1;366;1;188;1;1;1;1;12;13;1;2;1;62;2;1;1421;5;106;1;66;12;1;1;1
ENSG00000100299_ARSA	22	1527	8	47	32	15	27	16	11	1129	395	32	15	235;2;2;1;6;2;1;1;2031;1;1;1126;9;1;1;1;1;1;1;1;10;1;2;2;1;95;7;1;1;1;1;5	2;141;24;1;2;12;1;2;12;1;9;235;142;3;1
ENSG00000133863_TEX15	8	8367	4	213	146	67	62	41	21	6285	2073	146	67	3;9;5;1;1;9;27;1;1;1;20;19;1;1;1;2;2;1;1;1;1;2;1;9;4;5;3;27;1;20;1;1;3;5;11;2;10;36;8;1;1;30;344;1;1;1;1;2;1;4;1;3;1;1;1;2;32;71;1;1;1;1;190;1;2;119;1;69;2;1;1;1;1635;1;1642;1;1;1;1;9;9;1;747;1;4;4;2;1;3;1;1911;1;1;6;1;1;27;3;6;1;2;2;1;1;1;6;1;11;5;14;3;5;3;1;1;2;1;2;1;1;2;18;4;1;21;1;1;70;1;1;6;1;3;1;3;1;1;5;1;4;2;1987;2;1;1;2	7;1;1;2;4;8;1;1;1;14;119;1;1;1;1;1;1;1;1;1;1;9;1;2;1;3;3;1;2;1;1;1;1;69;7;1;1;377;45;73;11;10;1;1;2;1;1;1;2;1;1;3;1;743;3;1;4;69;1;2;3;1;69;1;1;36;54
ENSG00000085552_IGSF9	1	3537	20	76	44	32	39	17	22	2529	1002	44	32	10;20;487;1;1;12;1;1;1;3;74;1;1;1;10;1;1;1;17;1;1;1;1;1;1;1;5;6;1;1;1;46;1;1;1;1;3;1;14;393;1;2;1;2	388;2496;1;1;1;1;1;1;1;3;1;1;16;1;17;1;161;1;1;683;1;1;1;1;1;1;1;1;1;3;26;1
ENSG00000119686_FLVCR2	14	1578	10	33	21	12	6	3	3	1162	412	21	12	2373;1;1;1;4;1;1;1;1;1;6;1;1;15;1;11;1;1;2;1;80	898;1;2;2371;2373;5;1;1;1;1;1;2
ENSG00000102221_JADE3	X	2469	10	0	0	0	40	26	14	1234	389	0	0		
ENSG00000105641_SLC5A5	19	1929	15	54	28	26	10	4	6	1482	447	28	26	1;1;2;1;1;1;1;3;1;4;6;1;1;1;1;1;3;1;1;1;79;2;2;3;7;1;1;2	1;3;2;1;79;1;1;1;1;2;1;2;1;1;3;1;1;8;1;1;182;1;1;66;9;2
ENSG00000108924_HLF	17	885	4	11	5	6	2	0	2	650	235	5	6	1;1;1;1;1	21;1;1;58;1;1
ENSG00000163156_SCNM1	1	690	7	12	9	3	3	2	1	501	189	9	3	1;1;7;1;4;8;16;105;1	2;22;2
ENSG00000197405_C5AR1	19	1050	2	41	25	16	11	7	4	824	226	25	16	1;1;1;1;2;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;153;1;1;1;1	1;1;9;1;1;60;1;2;5;1;47;1;20;2;2;2
ENSG00000205060_SLC35B4	7	993	10	21	13	8	5	0	5	691	302	13	8	1;2;1;1;1;1;2;1;2;3;2;1;1	495;1;2;2467;1;1;5;5
ENSG00000082898_XPO1	2	3213	24	21	8	13	8	1	7	2354	859	8	13	1;1;2;1;1;1;1;1	1;1;196;1;4;5;63;1;2;1;29;1;1
ENSG00000157827_FMNL2	2	3276	26	47	29	18	8	0	8	2306	970	29	18	25;1;1;1;1;1;1;1;50;6;1;386;2;11;1;1;2;2;1;1;1;1;1;5;1;1;1;7;1	1549;24;4;1741;715;260;11;1;42;1;1;1;1;1;7;1;2;2
ENSG00000162604_TM2D1	1	807	6	13	9	4	5	4	1	572	235	9	4	1;2;1;1;24;1;206;1;1	1;1;1;1
ENSG00000122958_VPS26A	10	981	9	11	6	5	1	0	1	738	243	6	5	1;2;2;1;3;1	116;839;7;438;2
ENSG00000155366_RHOC	1	597	4	8	7	1	115	67	48	428	97	7	1	1;1;1;1;5;1;1	1
ENSG00000164038_SLC9B2	4	1611	11	43	30	13	30	20	10	1149	459	30	13	2;1;1;55;1;719;1;1;1;1;2;1;1;1;1;5;2;3;1;3;3;5;10;10;10;4;12;1;3;1	1;1;41;1;1;1;22;71;3;4;10;5;2
ENSG00000103227_LMF1	16	1701	11	110	66	44	27	10	17	1406	295	66	44	1;4;264;1;1;1;2;25;48;1;2;1;1;1;3;1;16;1;2;32;1;1;3;1;1;1;2;2;128;1;2;41;27;1;3;1;1;1;1;2;136;1;1;1;1;4;13;1;1;2;3;1;121;2;1;1;3;2;17;26;2;1;2;371;7;1	1;3;1;1;61;6;1;1;29;1;1;5;1;1;2;2;17;9;1;1;2;369;887;2;2;1913;1255;1;1;1;19;1;1;2;1807;2;187;3;7;1;1;7;1;6
ENSG00000108773_KAT2A	17	2511	18	41	10	31	12	4	8	1976	536	10	31	1;1;9;2;1;1;2;1;1;8	1;2;7;1;7;1;13;53;2;110;13;2;1;1;5;1;1;1;1;1;1;136;2;1;5;1;2;1;1;7;18
ENSG00000132953_XPO4	13	3453	23	38	14	24	7	0	7	2439	1014	14	24	1;26;1;1;1;1;1;1;1;1;35;1;1;69	1;247;1;1;1;2;4;309;1;1;1;3;1;2;2;1;1;1;15;26;139;2;1;2
ENSG00000262664_OVCA2	17	681	2	24	14	10	3	2	1	502	179	14	10	1;1;2;1;2;1;1;1;2;1;1;1;1;1	35;1;1;1;1;46;1;1;5;20
ENSG00000186141_POLR3C	1	1602	14	4	4	0	2	0	2	1120	482	4	0	2;1;23;5	
ENSG00000169032_MAP2K1	15	1179	11	17	3	14	1	0	1	863	316	3	14	1;1;1	1;2;1;2;1;2;27;12;25;1;2;1;1;7
ENSG00000170091_NONAME	5	513	4	15	4	11	0	0	0	385	128	4	11	1;1;1;1	1;2;1;43;394;1;1;1;9;6;90
ENSG00000170584_NUDCD2	5	471	4	7	2	5	3	0	3	331	140	2	5	1;1	3;1;1;2;1
ENSG00000198049_AVPR1B	1	1272	2	9	8	1	10	4	6	1007	265	8	1	3;1;1;1;1;297;2;84	179
ENSG00000065413_ANKRD44	2	2979	28	65	32	33	6	3	3	2145	759	32	33	1;1;1;3;1;1;1;1;1;1;1;1;1;29;5;1;1;1;11;1;1;1;1;1;5;2;1;1;1;1;125;1	2;3;13;112;1;2;1;1;2;1;1;12;1;1;2;1;1;129;2;1;11;2;1;6;1;1;1;1;1;1;1;1;1633
ENSG00000141428_C18orf21	18	660	5	12	9	3	4	4	0	489	168	9	3	1;1;3;1251;1;4;1;3;7	17;1;1
ENSG00000106012_IQCE	7	2106	21	101	61	40	92	63	29	1544	505	61	40	2;2;3;69;2;1;103;1;2;2;1;2;1;1;1;126;1;2;38;1;1;5;1;25;1;38;1;1;1;1;1;1;143;3;1;2062;1;3;1;2;12;1277;2073;1;1;1;1;2;2;1;512;1;5;1;2;8;1;3;1;1;3	1;1;21;4;1;3;1696;86;42;1;1;1;483;2;4;26;7;49;1;1;49;1;1;100;2;2;1;61;7;7;1;7;2;1;2;34;533;1;17;2073
ENSG00000204006_C1orf185	1	597	5	10	7	3	5	3	2	486	111	7	3	4;1;1;8;1;2;74	75;1;1
ENSG00000196800_SPINK14	5	291	4	6	2	4	4	1	3	207	84	2	4	1;1	10;536;2;1
ENSG00000102978_POLR2C	16	825	9	13	3	10	8	0	8	645	180	3	10	1;1;1	7;1;1210;1;4;1;1;1;1;2
ENSG00000174851_YIF1A	11	879	8	36	21	15	1	0	1	662	217	21	15	1;1;1;3;2;7;7;1;2;9;1;1;1;1;1;1;2;1;70;1;1	1;3;1;10;28;1;1;9;1;11;1;2;1;2;1
ENSG00000163435_ELF3	1	1113	8	30	15	15	5	1	4	872	241	15	15	2;20;1;5;6;1;35;36;364;1;2;3;1;1;1	2;1694;35;1;14;1481;1;1;3;1;4;1;1;1;4
ENSG00000110172_CHORDC1	11	996	11	11	7	4	3	2	1	746	250	7	4	1;1951;1;1;1;1;1	1;2;1;1
